Listing,Lat,Lon,Address,City,Type,List_Price,Sold_Price,Bedroom,Bathroom,Garage,Tax,Maintenance,Age,Size,Lot_Size,Days,List_Date
E4707074,43.68403,-79.3501,6 Dilworth Cres,Toronto,Semi-Detached,899000,1100000,2 Bedroom,2 Bathroom,0 Garage,4716,,-,1100-1500 feet²,18.17 x 100.18 feet,8,2020-03-02
W4706062,43.72951,-79.46141,24 Westdale Dr,North York,Detached,1250000,1190000,3+3 Bedroom,3 Bathroom,0 Garage,3596,,-,1300 feet²,54.5 x 137.50 feet,14,2020-03-01
C4672119,43.7797,-79.41455,Unit 1912 - 22 Olive Ave,North York,Condo Apt,499900,586500,1+1 Bedroom,1 Bathroom,1 Garage,1856,$535/month,11-15,600-699 feet²,,3,2020-01-20
W4694939,43.5616,-79.58373,123 Eaglewood Blvd,Mississauga,Detached,1249000,1160000,3+2 Bedroom,3 Bathroom,1 Garage,5084,,-,1750 feet²,50 x 115.00 feet,59,2020-02-18
C4678189,43.79023,-79.44033,50 Elise Terr,North York,Semi-Detached,779000,795000,3+1 Bedroom,2 Bathroom,1 Garage,3780,,-,1300 feet²,30.15 x 119.58 feet,3,2020-01-28
N4484046,43.84881,-79.47332,2 Woodchuck Crt,Vaughan,Detached,1399999,1330000,5 Bedroom,4 Bathroom,2 Garage,2939,,-,2500-3000 feet²,33 x 104.92 feet,182,2019-06-12
C4777954,43.64711,-79.39941,Unit 1312 - 505 Richmond St W,Toronto,Condo Apt,1700000,1795000,2 Bedroom,3 Bathroom,0 Garage,0,$558/month,-,1000-1199 feet²,,0,2020-06-02
N4610283,43.87385,-79.43745,Unit Ph 10 - 10101 Yonge St,Richmond Hill,Condo Apt,1388000,1275000,2 Bedroom,3 Bathroom,2 Garage,5628,$1380/month,-,1800-1999 feet²,,109,2019-10-17
W4740696,43.591503,-79.6359571,Unit 2006 - 156 Enfield Pl,Mississauga,Condo Apt,489888,480000,1 Bedroom,1 Bathroom,1 Garage,1784,$350/month,-,600-699 feet²,,17,2020-04-10
N4641107,43.84292,-79.25628,42 Durant Cres,Markham,Detached,1069000,1090000,4+1 Bedroom,4 Bathroom,2 Garage,5248,,16-30,2750 feet²,45.11 x 123.43 feet,16,2019-11-24
W4664854,43.54236,-79.72451,3464 Eglinton Ave W,Mississauga,Freehold Townhouse,824000,826000,3 Bedroom,3 Bathroom,1 Garage,4177,,16-30,1500-2000 feet²,22.47 x 109.20 feet,4,2020-01-09
W4683428,43.54916,-79.60478,585 Indian Rd,Mississauga,Detached,1289000,1401000,4 Bedroom,2 Bathroom,2 Garage,7440,,-,2750 feet²,80 x 125.00 feet,6,2020-02-04
E4634670,43.80706,-79.22822,Unit 73 - 42 Pinery Tr,Scarborough,Condo Townhouse,479000,463000,3 Bedroom,2 Bathroom,0 Garage,1470,$372/month,-,900-999 feet²,,33,2019-11-14
W4715652,43.68869,-79.82673,37 Trudelle Cres,Brampton,Detached,849000,885000,4 Bedroom,3 Bathroom,2 Garage,4906,,-,2000-2500 feet²,36.09 x 85.30 feet,1,2020-03-10
N4731393,43.93426,-79.41645,1088 Stouffville Rd,Richmond Hill,Detached,2238000,2110000,5 Bedroom,2 Bathroom,4 Garage,8302,,-,2000-2500 feet²,204.1 x 632.76 feet,59,2020-03-25
W4692306,43.65626,-79.57074,Unit 1201 - 716 The West Mall,Etobicoke,Condo Apt,479900,470000,2+1 Bedroom,2 Bathroom,1 Garage,1227,$897/month,-,1000-1199 feet²,,8,2020-02-13
C4654951,43.70983,-79.39639,Unit 901 - 25 Broadway Ave,Toronto,Condo Apt,645000,645000,1+1 Bedroom,1 Bathroom,0 Garage,2673,$503/month,6-10,600-699 feet²,,51,2019-12-17
W4700078,43.65282,-79.47277,27 Kennedy Park Rd,Toronto,Detached,2249000,2274000,4 Bedroom,3 Bathroom,0 Garage,9388,,51-99,2500-3000 feet²,42.8 x 100.00 feet,1,2020-02-24
C4668827,43.76979,-79.38206,Unit 14 - 25 Elkhorn Dr,North York,Condo Townhouse,1498000,1435000,3 Bedroom,5 Bathroom,2 Garage,6320,$1119/month,-,2250-2499 feet²,,43,2020-01-15
N4723375,43.94069,-79.45243,19 Carousel Cres,Richmond Hill,Freehold Townhouse,859900,838000,3+2 Bedroom,4 Bathroom,1 Garage,4141,,-,1750 feet²,20 x 108.00 feet,70,2020-03-16
E4684216,43.66903,-79.30186,102 Kenilworth Ave,Toronto,Semi-Detached,1649000,1649000,3 Bedroom,3 Bathroom,0 Garage,6514,,-,2250 feet²,15.42 x 120.00 feet,10,2020-02-05
W4703475,43.64957,-79.52655,Unit 402 - 1300 Islington Ave,Etobicoke,Condo Apt,788000,802600,2 Bedroom,2 Bathroom,1 Garage,2755,$821/month,-,1200-1399 feet²,,4,2020-02-27
N4701726,43.95892,-79.26062,26 Goudie Cres,Whitchurch-Stouffville,Detached,999900,1000000,3 Bedroom,4 Bathroom,2 Garage,5604,,6-15,2000-2500 feet²,36.09 x 88.58 feet,8,2020-02-25
N4654901,43.8559648,-79.3282786,Unit Rg08 - 25 Water Walk Dr,Markham,Condo Apt,598000,660000,2 Bedroom,2 Bathroom,1 Garage,2681,$426/month,New,800-899 feet²,,20,2019-12-17
N4559630,43.82926,-79.42807,15 Dorian Pl,Vaughan,Detached,1550000,1490000,4+2 Bedroom,5 Bathroom,2 Garage,9125,,-,4250 feet²,50 x 150.50 feet,104,2019-08-28
,43.6838,-79.5532,35 Parmalea Cres,Etobicoke,Detached,,,,,,,,,3500-5000 feet²,-,,
C4668205,43.6704217,-79.3938197,Unit 1018 - 155 Yorkville Ave,Toronto,Condo Apt,529900,528000,0 Bedroom,1 Bathroom,0 Garage,2219,$395/month,New,0-499 feet²,,28,2020-01-15
W4763244,43.58836,-79.63952,Unit 1504 - 223 Webb Dr,Mississauga,Condo Apt,535000,530000,1+1 Bedroom,2 Bathroom,1 Garage,2166,$514/month,-,600-699 feet²,,2,2020-05-16
C4728267,43.79123,-79.35743,Unit 912 - 177 Linus Rd,North York,Condo Apt,428888,428888,2 Bedroom,1 Bathroom,1 Garage,1568,$630/month,-,900-999 feet²,,13,2020-03-20
W4651252,43.62482,-79.48874,Unit 1610 - 185 Legion Rd N,Etobicoke,Condo Apt,429999,425000,0 Bedroom,1 Bathroom,1 Garage,1482,$382/month,-,0-499 feet²,,1,2019-12-10
N4755557,43.83766,-79.39037,Unit 812 - 277 South Park Rd,Markham,Condo Apt,529900,510000,1+1 Bedroom,1 Bathroom,1 Garage,2002,$350/month,-,600-699 feet²,,16,2020-05-06
C4743158,43.64139,-79.41055,Unit 706 - 18 Stafford St,Toronto,Condo Townhouse,518800,540000,1 Bedroom,1 Bathroom,0 Garage,1845,$337/month,-,600-699 feet²,,6,2020-04-15
C4775724,43.71698,-79.36903,492 Sutherland Dr,Toronto,Semi-Detached,1349000,1354000,3 Bedroom,2 Bathroom,1 Garage,6042,,-,1300 feet²,28.25 x 133.50 feet,2,2020-06-01
W4757423,43.72606,-79.50474,38 Chesham Dr,North York,Detached,899000,895000,3+2 Bedroom,2 Bathroom,2 Garage,3434,,-,1300 feet²,54 x 110.00 feet,14,2020-05-08
W4632371,43.56597,-79.60596,190 Harborn Tr,Mississauga,Detached,2299850,2148850,4+1 Bedroom,8 Bathroom,2 Garage,12373,,-,4250 feet²,115.25 x 127.33 feet,40,2019-11-12
E4742540,43.6744,-79.34366,38 Frizzell Ave,Toronto,Detached,1899000,1800000,3+1 Bedroom,2 Bathroom,0 Garage,7286,,-,1750 feet²,25 x 105.00 feet,24,2020-04-14
W4721852,43.72488,-79.47869,Unit 1057 - 95 George Appleton Way,North York,Condo Townhouse,525000,585000,2+1 Bedroom,2 Bathroom,1 Garage,2008,$390/month,-,900-999 feet²,,11,2020-03-15
C4717998,43.74362,-79.45067,206 Clanton Park Rd,North York,Detached,1299000,1650000,4+1 Bedroom,3 Bathroom,1 Garage,5673,,-,2250 feet²,50 x 300.00 feet,8,2020-03-11
C4755090,43.71005,-79.33111,Unit 507 - 10 Sunny Glen Way,Toronto,Condo Apt,399999,410000,2 Bedroom,1 Bathroom,1 Garage,941,$596/month,-,900-999 feet²,,15,2020-05-05
W4686940,43.5753,-79.78339,6923 Dillingwood Dr,Mississauga,Semi-Detached,775000,802000,4 Bedroom,3 Bathroom,1 Garage,3865,,-,1500-2000 feet²,23.72 x 103.35 feet,8,2020-02-07
W4698029,43.5976954,-79.6264661,Unit 203 - 1300 Mississauga Valley Blvd,Mississauga,Condo Apt,479000,485000,2 Bedroom,2 Bathroom,1 Garage,1842,$914/month,-,1000-1199 feet²,,19,2020-02-20
W4728402,43.71974,-79.71296,Unit 1412 - 4 Kings Cross Rd,Brampton,Condo Apt,499000,497000,3 Bedroom,2 Bathroom,2 Garage,2066,$528/month,-,1200-1399 feet²,,2,2020-03-21
C4766600,43.75698,-79.4044,Unit 517 - 100 Harrison Garden Blvd,North York,Condo Apt,619000,630000,1+1 Bedroom,1 Bathroom,1 Garage,2257,$415/month,-,700-799 feet²,,2,2020-05-21
W4691473,43.77918,-79.66973,26 Eastbrook Way,Brampton,Detached,1049000,1020000,4+2 Bedroom,4 Bathroom,2 Garage,6265,,-,2500-3000 feet²,35.01 x 105.09 feet,6,2020-02-13
W4698567,43.61612,-79.59675,Unit 2506 - 1333 Bloor St,Mississauga,Condo Apt,429900,430000,1 Bedroom,1 Bathroom,1 Garage,1754,$678/month,31-50,800-899 feet²,,1,2020-02-21
E4760214,43.82725,-79.02361,(Address not available),Ajax,Detached,609900,600000,3 Bedroom,2 Bathroom,1 Garage,4153,,-,1300 feet²,44.85 x 104.29 feet,4,2020-05-13
C4674720,43.6500519,-79.3982366,Unit 721 - 38 Cameron St,Toronto,Condo Apt,759000,757000,2 Bedroom,2 Bathroom,0 Garage,2475,$463/month,0-5,600-699 feet²,,15,2020-01-23
C4643487,43.77975,-79.41815,Unit 2106 - 15 Greenview Ave,North York,Condo Apt,796000,795000,2+1 Bedroom,2 Bathroom,1 Garage,3216,$726/month,-,1000-1199 feet²,,23,2019-11-27
W4742743,43.67105,-79.49075,84 Corbett Ave,Toronto,Detached,799900,788000,2+1 Bedroom,2 Bathroom,2 Garage,2776,,-,900 feet²,27.21 x 112.00 feet,26,2020-04-15
N4721704,43.97821,-79.4789,71 Child Dr,Aurora,Detached,849000,836000,3+1 Bedroom,2 Bathroom,0 Garage,3600,,-,1300 feet²,50 x 150.00 feet,19,2020-03-14
W4707115,43.6584,-79.74743,62 Verity Crt,Brampton,Detached,799900,830000,3+1 Bedroom,4 Bathroom,2 Garage,4200,,-,1750 feet²,30 x 150.00 feet,1,2020-03-02
E4735591,43.86039,-79.08971,1538 Major Oaks Rd,Pickering,Detached,749900,740000,3 Bedroom,3 Bathroom,2 Garage,4845,,-,2250 feet²,36.75 x 95.24 feet,13,2020-04-01
W4671151,43.63752,-79.43533,1392 King St W,Toronto,Fourplex,1899999,1800000,6 Bedroom,4 Bathroom,0 Garage,4327,,-,- feet²,22.92 x 120.00 feet,30,2020-01-18
W4624968,43.55433,-79.68885,4185 Trapper Cres,Mississauga,Detached,919900,902500,3+1 Bedroom,3 Bathroom,1 Garage,4743,,-,1750 feet²,31.5 x 120.00 feet,49,2019-11-04
N4627493,43.99105,-79.47907,209 Kennedy St W,Aurora,Detached,999900,830000,2 Bedroom,2 Bathroom,2 Garage,6528,,-,1500-2000 feet²,69.28 x 101.78 feet,81,2019-11-06
W4712308,43.54389,-79.59758,27 Maple Ave N,Mississauga,Detached,975000,1045000,3 Bedroom,1 Bathroom,1 Garage,5398,,-,1300 feet²,43.34 x 149.00 feet,5,2020-03-06
C4715065,43.7694199,-79.36865,Unit 803 - 33 Singer Crt,North York,Condo Apt,499000,550000,1+1 Bedroom,1 Bathroom,1 Garage,1912,$535/month,-,600-699 feet²,,9,2020-03-09
W4720455,43.56904,-79.75045,3096 Keynes Cres,Mississauga,Detached,729000,729000,3+1 Bedroom,2 Bathroom,1 Garage,3759,,-,1300 feet²,30.42 x 126.54 feet,14,2020-03-13
N4739800,43.82581,-79.37681,10 Northbank Crt,Markham,Detached,2299000,2115000,4+1 Bedroom,5 Bathroom,2 Garage,10896,,-,3500-5000 feet²,45.35 x 150.00 feet,39,2020-04-09
C4706066,43.74007,-79.34465,Unit 227 - 1210 Don Mills Rd,North York,Condo Apt,969000,970000,2 Bedroom,2 Bathroom,2 Garage,3889,$1367/month,-,1600-1799 feet²,,6,2020-03-01
C4705435,43.64907,-79.39204,Unit 515 - 318 Richmond St W,Toronto,Condo Apt,599900,620000,1 Bedroom,1 Bathroom,0 Garage,2045,$373/month,-,500-599 feet²,,18,2020-02-29
W4711059,43.75069,-79.46501,Unit 917 - 1070 Sheppard Ave W,North York,Condo Apt,499000,595000,1+1 Bedroom,1 Bathroom,1 Garage,2032,$510/month,6-10,700-799 feet²,,3,2020-03-05
W4698919,43.68239,-79.51113,Unit 606 - 25 Fontenay Crt,Etobicoke,Condo Apt,539900,565000,1+1 Bedroom,1 Bathroom,1 Garage,2097,$514/month,0-5,600-699 feet²,,4,2020-02-21
W4716111,43.59028,-79.70522,1716 Moongate Cres,Mississauga,Detached,1189900,1100000,4 Bedroom,4 Bathroom,2 Garage,5885,,16-30,2500-3000 feet²,40.12 x 110.17 feet,83,2020-03-10
W4709347,43.69924,-79.856,82 Haverstock Cres,Brampton,Detached,999000,1090000,4 Bedroom,4 Bathroom,2 Garage,6819,,0-5,2750 feet²,38.06 x 106.41 feet,2,2020-03-04
E4680083,43.89347,-79.02736,139 Williamson Dr E,Ajax,Detached,995000,982500,4+1 Bedroom,5 Bathroom,2 Garage,6979,,6-15,2500-3000 feet²,41.99 x 93.50 feet,28,2020-01-31
W4742332,43.62817,-79.60859,4255 Poltava Cres,Mississauga,Detached,999900,965000,4 Bedroom,3 Bathroom,2 Garage,5512,,-,2250 feet²,19.85 x 118.94 feet,15,2020-04-14
C4766980,43.71229,-79.38804,Unit 12 - 240 Broadway Ave,Toronto,Condo Townhouse,1299000,1285000,2 Bedroom,4 Bathroom,1 Garage,4600,$713/month,31-50,1600-1799 feet²,,6,2020-05-21
W4703340,43.73064,-79.4658,Unit 12 - 873 Wilson Ave,North York,Condo Townhouse,544900,564000,1+1 Bedroom,2 Bathroom,1 Garage,2120,$401/month,0-5,800-899 feet²,,1,2020-02-27
N4724295,43.84599,-79.50281,183 Foxhill Dr,Vaughan,Detached,1179000,1185000,4 Bedroom,4 Bathroom,2 Garage,5296,,-,2750 feet²,47.7 x 150.82 feet,1,2020-03-17
W4657989,43.6368604,-79.4705481,Unit 1914 - 105 The Queensway Ave,Toronto,Condo Apt,565000,548000,1+1 Bedroom,1 Bathroom,1 Garage,2100,$564/month,-,700-799 feet²,,2,2019-12-30
N4709367,43.8554368,-79.3040913,41 South Unionville Ave,Markham,Freehold Townhouse,899000,1051800,3 Bedroom,3 Bathroom,1 Garage,4774,,0-5,1500-2000 feet²,18.73 feet,1,2020-03-04
W4693380,43.68707,-79.84967,5 Pellegrino Rd,Brampton,Detached,974900,960000,4 Bedroom,3 Bathroom,2 Garage,5833,,0-5,2000-2500 feet²,38.06 x 90.22 feet,8,2020-02-15
W4700558,43.66459,-79.44629,269 Lappin Ave,Toronto,Semi-Detached,899000,1145000,3 Bedroom,2 Bathroom,1 Garage,3872,,100+,700-1100 feet²,15 x 100.00 feet,7,2020-02-24
N4712739,43.9259888,-79.509763,20 Ria Crt,King,Detached,1819000,1775000,4 Bedroom,5 Bathroom,2 Garage,9203,,0-5,3500-5000 feet²,68.21 x 144.46 feet,45,2020-03-06
C4669668,43.6558205,-79.353307,Unit 612 - 170 Bayview Ave,Toronto,Condo Apt,399000,509000,1 Bedroom,1 Bathroom,0 Garage,1497,$260/month,-,0-499 feet²,,6,2020-01-16
E4726339,43.66715,-79.33803,43 Austin Ave,Toronto,Semi-Detached,999000,1285000,4 Bedroom,2 Bathroom,2 Garage,4923,,-,1500-2000 feet²,16.67 x 109.00 feet,1,2020-03-19
E4741566,43.68932,-79.33334,446 Mortimer Ave,Toronto,Detached,989000,1050000,4 Bedroom,3 Bathroom,1 Garage,3915,,-,- feet²,29.66 x 90.00 feet,0,2020-04-13
E4699668,43.76482,-79.23214,32 Panama Crt,Scarborough,Detached,699000,775000,3+2 Bedroom,2 Bathroom,1 Garage,3193,,-,1100-1500 feet²,50 x 91.00 feet,5,2020-02-20
W4656863,43.68894,-79.85238,12 Military Cres,Brampton,Freehold Townhouse,749000,745600,3 Bedroom,3 Bathroom,2 Garage,5054,,0-5,1500-2000 feet²,20.01 x 95.10 feet,38,2019-12-23
C4719199,43.78673,-79.35631,98 Clancy Dr,North York,Semi-Detached,799000,882000,3+2 Bedroom,2 Bathroom,1 Garage,3914,,-,1300 feet²,31 x 119.36 feet,1,2020-03-11
W4731920,43.5833,-79.771,3110 Harris Cres,Mississauga,Detached,779900,785000,3 Bedroom,2 Bathroom,1 Garage,3703,,31-50,1100-1500 feet²,27.79 x 110.93 feet,4,2020-03-26
N4675435,43.96672,-79.27582,Unit 713 - 25 Baker Hill Blvd,Whitchurch-Stouffville,Condo Apt,1179900,1125000,2+1 Bedroom,3 Bathroom,3 Garage,0,$801/month,New,1200-1399 feet²,,59,2020-01-24
E4706887,43.788,-79.25158,55 Invergordon Ave,Scarborough,Detached,998000,1035000,5+1 Bedroom,3 Bathroom,2 Garage,4013,,-,2250 feet²,50 x 120.00 feet,6,2020-03-02
W4653000,43.7495,-79.5171,Unit 213 - 10 Eddystone Ave,North York,Condo Townhouse,235000,212000,3 Bedroom,2 Bathroom,1 Garage,720,$585/month,-,1000-1199 feet²,,18,2019-12-13
N4643513,43.7938,-79.44433,Unit 311 - 7 Townsgate Dr,Vaughan,Condo Apt,749900,735000,2 Bedroom,2 Bathroom,1 Garage,2813,$918/month,-,1200-1399 feet²,,12,2019-11-27
E4704815,43.75184,-79.24002,59 Rossander Crt,Scarborough,Detached,839900,1005000,3 Bedroom,2 Bathroom,2 Garage,4052,,-,1300 feet²,56.98 x 143.00 feet,5,2020-02-28
W4638268,43.60663,-79.6559,Unit 2116 - 5033 Four Springs Ave,Mississauga,Condo Apt,917900,937900,3 Bedroom,3 Bathroom,1 Garage,0,$757/month,New,1400-1599 feet²,,43,2019-11-18
W4696833,43.5983919,-79.5179957,21 Nineteenth St,Etobicoke,Detached,998000,965000,2+2 Bedroom,2 Bathroom,1 Garage,3108,,-,1300 feet²,37 x 114.00 feet,10,2020-02-20
C4650161,43.67782,-79.38947,Unit 403 - 1 Roxborough St E,Toronto,Condo Apt,3495000,3425000,2 Bedroom,2 Bathroom,2 Garage,0,$1020/month,New,1600-1799 feet²,,10,2019-12-09
W4764883,43.52504,-79.8564,1077 Mccuaig Dr,Milton,Detached,897889,885000,3+2 Bedroom,4 Bathroom,1 Garage,3716,,6-15,1500-2000 feet²,35.99 x 85.30 feet,13,2020-05-19
W4761650,43.70907,-79.75021,86 Carberry Cres,Brampton,Semi-Detached,619900,626000,4 Bedroom,2 Bathroom,0 Garage,3400,,-,1500-2000 feet²,30.15 x 105.00 feet,19,2020-05-14
C4707476,43.75771,-79.409,Unit 2107 - 16 Harrison Garden Blvd,North York,Condo Apt,499000,622000,1 Bedroom,1 Bathroom,1 Garage,1848,$431/month,-,500-599 feet²,,8,2020-03-02
W4667072,43.64477,-79.53026,Unit Ph14 - 11 Michael Power Pl,Etobicoke,Condo Apt,449900,475000,1 Bedroom,1 Bathroom,1 Garage,1551,$407/month,16-30,500-599 feet²,,3,2020-01-13
C4749920,43.63989,-79.39047,Unit 2111 - 5 Mariner Terr,Toronto,Condo Apt,719900,685000,1+1 Bedroom,1 Bathroom,1 Garage,2360,$528/month,-,700-799 feet²,,19,2020-04-28
E4750331,43.77285,-79.2586718,Unit 2308 - 60 Brian Harrison Way,Scarborough,Condo Apt,430000,459000,1+1 Bedroom,1 Bathroom,1 Garage,1617,$522/month,-,600-699 feet²,,2,2020-04-29
W4668261,43.76072,-79.76458,4 Peach Dr,Brampton,Freehold Townhouse,669900,690000,3 Bedroom,3 Bathroom,1 Garage,4080,$80/month,-,1750 feet²,22 x 105.00 feet,1,2020-01-15
C4679073,43.76511,-79.37202,184 Woodsworth Rd,North York,Detached,1268000,1250000,4+2 Bedroom,4 Bathroom,1 Garage,4467,,-,1750 feet²,50 x 120.88 feet,5,2020-01-30
C4713526,43.78406,-79.41616,Unit 1706 - 5791 Yonge St,North York,Condo Apt,475000,470000,1 Bedroom,1 Bathroom,0 Garage,1845,$440/month,6-10,500-599 feet²,,6,2020-03-07
C4645479,43.63935,-79.39297,11 Brunel Crt,Toronto,Parking Space,39999,38000,Bedroom,0 Bathroom,Garage,0,$42/month,-,- feet²,,101,2019-11-29
N4690504,43.89456,-79.29475,496 Bur Oak Ave,Markham,Freehold Townhouse,689000,806200,3 Bedroom,3 Bathroom,1 Garage,3590,,-,1750 feet²,19.32 x 87.86 feet,1,2020-02-12
W4686132,43.62177,-79.52167,Unit 430 - 1185 The Queensway,Etobicoke,Condo Apt,524900,525000,1 Bedroom,1 Bathroom,1 Garage,1789,$434/month,0-5,500-599 feet²,,7,2020-02-06
C4672782,43.76581,-79.3861,Unit 1002 - 18 Kenaston Gdns,North York,Condo Apt,630000,678000,2 Bedroom,2 Bathroom,1 Garage,2718,$781/month,11-15,900-999 feet²,,6,2020-01-21
W4739927,43.64917,-79.91658,34 Normandy Blvd,Halton Hills,Detached,484900,486000,2 Bedroom,1 Bathroom,1 Garage,3119,,51-99,- feet²,60 x 175.00 feet,12,2020-04-09
C4734630,43.70947,-79.40698,252 Roselawn Ave,Toronto,Semi-Detached,1199000,1235000,3 Bedroom,2 Bathroom,0 Garage,4700,,-,1500-2000 feet²,17.49 x 133.66 feet,2,2020-03-31
W4689628,43.6330466,-79.7974585,8 Mussle White Rd,Brampton,Detached,1188000,1160000,4 Bedroom,4 Bathroom,2 Garage,7186,,0-5,2750 feet²,42.59 x 111.83 feet,9,2020-02-11
W4704917,43.64176,-79.72648,555 Matisse Pl,Mississauga,Detached,999999,1151000,5+2 Bedroom,5 Bathroom,2 Garage,6081,,-,2500-3000 feet²,39.47 x 112.47 feet,9,2020-02-28
W4739570,43.70427,-79.75534,66 Tindale Rd,Brampton,Detached,769000,757000,3+2 Bedroom,2 Bathroom,2 Garage,3635,,-,1300 feet²,65 x 107.84 feet,10,2020-04-08
